0,3244,2
0,2970,9
0,2447,10
0,3391,7
0,2936,10
0,2321,8
0,2467,7
0,1880,4
0,2459,10
0,416,3
0,563,2
0,1652,2
0,961,2
0,514,3
0,2348,4
0,1767,8
0,3178,3
0,1224,5
0,1497,2
0,2498,2
0,2240,4
0,2083,4
0,2624,5
0,2471,10
0,3355,6
0,3674,4
0,3037,7
0,3468,4
0,539,3
0,1038,2
0,832,4
0,2225,5
0,1826,10
0,3234,4
0,2060,8
0,2281,6
0,1855,7
0,423,8
0,1874,6
0,2024,10
0,1854,4
0,1018,6
0,3272,2
0,3391,9
0,542,3
0,1835,4
0,1095,7
0,1840,9
0,2496,3
0,416,9
0,2708,10
0,1669,10
0,522,2
0,1835,2
0,2600,7
0,2699,9
0,3727,3
0,1666,2
0,1853,6
0,1743,2
0,3664,6
0,2029,7
0,3761,5
0,1869,7
0,824,2
0,3068,6
0,1650,7
0,3873,9
0,3391,7
0,869,6
0,2977,4
0,3380,4
0,1081,9
0,669,7
0,1052,6
0,2259,9
0,678,3
0,3499,6
0,1858,9
0,426,6
0,2967,6
0,2029,6
0,3000,7
0,2701,2
0,2811,8
0,2059,5
0,1860,10
0,3077,5
0,2595,4
0,1509,7
0,1080,7
0,643,4
0,2496,2
0,384,7
0,3368,2
0,1060,9
0,2341,9
0,3662,5
0,3227,2
0,2687,6
